Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
126584,Mind Hunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,"Douglas, John E.",Mark Olshaker,"=""0671528904""","=""9780671528904""",4,4.09,Pocket Books,Mass Market Paperback,397,1996,1995,2017/11/23,2017/10/20,,,read,,,,1,0
984528,The Manual (How to Have a Number One the Easy Way),Bill Drummond,"Drummond, Bill",Jimmy Cauty,"=""1899858652""","=""9781899858651""",0,4.34,Ellipsis London Pr Ltd,Paperback,157,1999,1988,,2017/10/12,to-read,to-read (#328),to-read,,,,0,0
57913,The Illuminatus! Trilogy,Robert Shea,"Shea, Robert",Robert Anton Wilson,"=""0440539811""","=""9780440539810""",0,4.01,Dell,Paperback,805,1983,1983,,2017/10/12,to-read,to-read (#327),to-read,,,,0,0
49234,The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,"Diamond, Jared",,"=""0060845503""","=""9780060845506""",0,4.09,Harper Perennial,Paperback,407,2006,1991,,2017/10/11,to-read,to-read (#326),to-read,,,,0,0
18912,The Sublime Object of Ideology,Slavoj Žižek,"Žižek, Slavoj",,"=""0860919714""","=""9780860919711""",0,4.07,Verso,Paperback,256,1989,1989,,2017/10/09,to-read,to-read (#325),to-read,,,,0,0
27833614,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,"Mayer, Jane",,"=""0385535597""","=""9780385535595""",0,4.31,Doubleday,Hardcover,464,2016,2016,,2017/10/03,to-read,to-read (#324),to-read,,,,0,0
25135194,"Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics (Politics of Place, #1)",Tim  Marshall,"Marshall, Tim",,"=""1783961414""","=""9781783961412""",4,4.19,Elliott & Thompson,Hardcover,256,2015,2015,2017/10/02,2017/09/25,,,read,,,,1,0
13014089,You Are a Cat! (Pick-a-plot!),Sherwin Tija,"Tija, Sherwin",,"=""1894994566""","=""9781894994569""",0,3.71,Conundrum Press,Paperback,240,2011,2011,2017/10/02,2017/10/01,,,read,,,,1,0
34440,Doctor Faustus,Thomas Mann,"Mann, Thomas",John E. Woods,"=""0375701168""","=""9780375701160""",0,4.08,Vintage,Paperback,535,1999,1947,,2017/09/26,to-read,to-read (#323),to-read,,,,0,0
733473,The Futurological Congress: From the Memoirs of Ijon Tichy,Stanisław Lem,"Lem, Stanisław",,"=""0156340402""","=""9780156340403""",0,4.17,Harper Voyager,Paperback,149,1985,1971,,2017/09/26,to-read,to-read (#322),to-read,,,,0,0
25574685,Inna dusza,Łukasz Orbitowski,"Orbitowski, Łukasz",,"=""8365157004""","=""9788365157003""",4,4.18,Od deski do deski,Paperback,432,2015,2015,2017/09/25,2017/01/25,,,read,,,,1,0
32945738,Będziesz smażyć się w piekle,Krzysztof „Prosiak” Owedyk,"Owedyk, Krzysztof „Prosiak”",,"=""8364858467""","=""9788364858468""",0,4.29,Kultura Gniewu,Paperback,304,2016,2016,,2017/09/19,to-read,to-read (#321),to-read,,,,0,0
331256,Roadside Picnic,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Theodore Sturgeon, Antonina W. Bouis","=""0575070536""","=""9780575070530""",3,4.12,Gollancz,Paperback,145,2000,1972,2017/09/19,2017/06/07,,,read,,,,1,0
21856619,Rycerze Świętego Wita,David B.,"B., David",,"=""8360915717""","=""9788360915714""",0,3.89,Kultura Gniewu,Hardcover,392,2012,1996,,2017/09/04,to-read,to-read (#321),to-read,,,,0,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",3,4.26,Black Dog & Leventhal Pub,Hardcover,288,2006,1926,2017/08/22,2017/06/13,,,read,,,,1,0
2161733,"Child 44 (Leo Demidov, #1)",Tom Rob Smith,"Smith, Tom Rob",,"=""0446402397""","=""9780446402392""",0,4.11,Grand Central Publishing,Mass Market Paperback,509,2009,2008,,2017/08/20,to-read,to-read (#320),to-read,,,,0,0
4921,"Three Men in a Boat (Three Men, #1)",Jerome K. Jerome,"Jerome, Jerome K.",,"=""""","=""""",0,3.83,Penguin Books,Paperback,185,1994,1889,2017/08/19,2017/08/02,,,read,,,,1,0
35873,"Ghost in the Shell 2: Man-machine Interface (Ghost in the Shell, #2)",Masamune Shirow,"Shirow, Masamune",,"=""159307204X""","=""9781593072049""",1,3.47,Dark Horse,Paperback,312,2005,2001,2017/08/16,2017/08/13,,,read,,,,1,0
2058,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada,"Yamada, Masaki","Yuji Oniki, Carl Gustav Horn","=""1421501562""","=""9781421501567""",0,4.01,VIZ Media LLC,Hardcover,196,2005,2004,,2017/08/13,to-read,to-read (#319),to-read,,,,0,0
35870,"Ghost in the Shell (Ghost in the Shell, #1)",Masamune Shirow,"Shirow, Masamune",,"=""1593072287""","=""9781593072285""",5,4.15,Dark Horse,Paperback,368,2004,1989,2017/08/12,2016/05/02,,,read,,,,1,0
59960,Batman: The Dark Knight Returns,Frank Miller,"Miller, Frank","Klaus Janson, Lynn Varley","=""156389341X""","=""9781563893414""",2,4.26,DC Comics,Hardcover,197,2012,1986,2017/08/09,2015/03/12,,,read,,,,1,0
26111731,Das Reboot: How German Football Reinvented Itself and Conquered the World,Raphael Honigstein,"Honigstein, Raphael",,"=""""","=""""",0,4.10,Vintage Digital,Kindle Edition,324,2015,2015,,2017/08/03,to-read,to-read (#318),to-read,,,,0,0
281299,Brilliant Orange: The Neurotic Genius of Dutch Football,David Winner,"Winner, David",,"=""0747547084""","=""9780747547082""",0,4.05,Bloomsbury Pub Ltd,Hardcover,246,2000,2000,,2017/08/03,to-read,to-read (#317),to-read,,,,0,0
17465493,The Numbers Game: Why Everything You Know About Soccer Is Wrong,David Sally,"Sally, David",Chris  Anderson,"=""0143124560""","=""9780143124566""",0,3.72,Penguin Books,Paperback,400,2013,2013,,2017/08/03,to-read,to-read (#316),to-read,,,,0,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John le Carré,"Carré, John le",,"=""""","=""9780743442534""",3,4.09,Scribner,Paperback,212,2001,1963,2017/08/02,2017/06/12,,,read,,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",4,4.11,Tor Books,Mass Market Paperback,382,1994,1986,,2017/08/02,,,read,,,,1,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.15,Hodder & Stoughton,Paperback,288,2005,1966,,2017/08/02,to-read,to-read (#315),to-read,,,,0,0
16810,The Berlin Stories,Christopher Isherwood,"Isherwood, Christopher",,"=""0811200701""","=""9780811200707""",0,4.04,New Directions,Paperback,401,1963,1945,,2017/08/01,to-read,to-read (#314),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",3,4.01,William Morrow,Hardcover,268,2006,2005,2017/07/28,2017/02/16,,,read,,,,1,0
31848288,Apollo 8: The Thrilling Story of the First Mission to the Moon,Jeffrey Kluger,"Kluger, Jeffrey",,"=""1627798323""","=""9781627798327""",0,4.42,Henry Holt and Co.,Hardcover,320,2017,2017,,2017/07/23,to-read,to-read (#313),to-read,,,,0,0
2794,The Crying of Lot 49,Thomas Pynchon,"Pynchon, Thomas",,"=""""","=""""",2,3.69,Harper Perennial Modern Classics,Paperback,152,2006,1966,2017/07/22,2016/05/02,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,2017/07/18,2015/01/10,,,read,,,,1,0
16248737,Responsive Design Workflow,Stephen  Hay,"Hay, Stephen",,"=""0321887867""","=""9780321887863""",0,4.10,New Riders Pub,Paperback,223,2013,2013,,2017/07/18,to-read,to-read (#312),to-read,,,,0,0
6445006,Niebieskie pigułki,Frederik Peeters,"Peeters, Frederik",Wojciech Birek,"=""""","=""9788365527011""",0,4.03,timof i cisi wspólnicy,Paperback,208,2016,2001,,2017/07/18,to-read,to-read (#311),to-read,,,,0,0
14064,I Am Legend,Richard Matheson,"Matheson, Richard",,"=""1857988094""","=""9781857988093""",4,4.05,Millennium,Paperback,160,1999,1954,2017/07/04,2017/07/01,,,read,,,,1,0
9794449,Przekładaniec,Stanisław Lem,"Lem, Stanisław","Jan Józef Szczepański, Jerzy Jarzębski","=""8375525863""","=""9788375525861""",0,4.03,Agora SA,Hardcover,306,2010,2010,,2017/07/04,,,read,,,,1,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,2017/07/02,2015/06/06,,,read,,,,1,0
22928874,Rise of the Robots: Technology and the Threat of a Jobless Future,Martin Ford,"Ford, Martin",,"=""0465059996""","=""9780465059997""",0,3.96,Basic Books,Hardcover,352,2015,2015,,2017/06/15,to-read,to-read (#310),to-read,,,,0,0
9591583,Ojciec odchodzi,Piotr Czerski,"Czerski, Piotr",,"=""8389911388""","=""9788389911384""",0,3.38,Korporacja Ha!art,Paperback,140,2006,2006,2017/06/14,2017/06/13,,,read,,,,1,0
53926,Travesuras de la niña mala,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""9707704667""","=""9789707704664""",0,4.14,Alfaguara,Paperback,384,2006,2006,,2017/06/13,to-read,to-read (#309),to-read,,,,0,0
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",4,4.20,HarperCollins,Paperback,274,2007,1934,2017/06/13,2017/06/12,,,read,,,,1,0
263175,Vampire: The Masquerade Revised,Mark Rein-Hagen,"Rein-Hagen, Mark","Phil Brucato, Andrew Bates","=""1565042492""","=""9781565042490""",0,4.08,White Wolf Games,Hardcover,272,1998,1991,,2016/11/19,,,read,,,,1,0
31299,"Hickory Dickory Dock (Hercule Poirot, #34)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""1572705647""","=""9781572705647""",0,3.77,Blackstone Publishing,Audiobook,,2010,1955,,2017/06/11,,,read,,,,1,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",4,4.13,Penguin,Paperback,256,1999,1927,2017/06/11,2015/08/17,,,read,,,,1,0
228345,The Orchid Thief,Susan Orlean,"Orlean, Susan",,"=""044900371X""","=""9780449003718""",0,3.66,Ballantine Books,Paperback,300,2000,1998,,2017/05/23,to-read,to-read (#308),to-read,,,,0,0
51550,Hell's Angel: The Life and Times of Sonny Barger and the Hell's Angels Motorcycle Club,Ralph Barger,"Barger, Ralph","Keith Zimmerman, Kent Zimmerman","=""0060937548""","=""9780060937546""",3,3.73,Mariner Books,Paperback,288,2001,1975,2017/05/19,2015/03/20,,,read,,,,1,0
18761910,"Midnight Sun (Blood on Snow, #2)",Jo Nesbø,"Nesbø, Jo",,"=""1448192471""","=""9781448192472""",2,3.61,Vintage Digital,Kindle Edition,224,2015,2015,2017/05/16,2017/04/20,,,read,,,,1,0
544053,"The City in History: Its Origins, Its Transformations, and Its Prospects",Lewis Mumford,"Mumford, Lewis",,"=""0156180359""","=""9780156180351""",0,4.10,Mariner Books,Paperback,657,1968,1961,,2017/04/20,to-read,to-read (#307),to-read,,,,0,0
9897152,"Triumph of the City: How Our Greatest Invention Makes Us Richer, Smarter, Greener, Healthier and Happier",Edward L. Glaeser,"Glaeser, Edward L.",,"=""159420277X""","=""9781594202773""",0,3.91,Penguin Press,Hardcover,352,2011,2011,,2017/04/20,to-read,to-read (#306),to-read,,,,0,0
30833,The Death and Life of Great American Cities,Jane Jacobs,"Jacobs, Jane",,"=""0375508732""","=""9780375508738""",0,4.29,Random House,Hardcover,472,2002,1961,,2017/04/20,to-read,to-read (#305),to-read,,,,0,0
19286582,Berlin: Portrait of a City Through the Centuries,Rory MacLean,"MacLean, Rory",,"=""125005186X""","=""9781250051868""",3,3.89,St. Martin's Press,Hardcover,432,2014,2014,2017/04/20,2017/04/11,,,read,,,,1,0
11761,Underworld,Don DeLillo,"DeLillo, Don",,"=""0330369954""","=""9780330369954""",0,3.95,Picador,Paperback,827,1999,1997,,2017/04/19,to-read,to-read (#304),to-read,,,,0,0
257106,Our Inner Ape: A Leading Primatologist Explains Why We Are Who We Are,Frans de Waal,"Waal, Frans de",,"=""1594481962""","=""9781594481963""",4,4.20,Riverhead Books,Paperback,312,2006,2005,,2015/06/20,,,read,,,,1,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.35,Scribner,Hardcover,592,2016,2016,,2017/04/06,to-read,to-read (#303),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",4,4.12,Harper,Mass Market Paperback,417,2003,1967,2017/03/28,2016/02/29,,,read,,,,1,0
823045,Spalovač mrtvol,Ladislav Fuks,"Fuks, Ladislav",,"=""8020711279""","=""9788020711274""",4,4.04,Odeon,Hardcover,144,2003,1967,2017/03/22,2016/11/18,,,read,,,,1,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",0,3.92,Penguin Classics,Paperback,244,2006,1876,2017/03/18,2017/02/15,,,read,,,,1,0
3621358,Inverting the Pyramid: The History of Football Tactics,Jonathan  Wilson,"Wilson, Jonathan",,"=""0752889958""","=""9780752889955""",0,4.14,Orion,Hardcover,374,2008,2008,2017/03/15,2017/02/18,,,read,,,,1,0
350962,Rastersysteme für die visuelle Gestaltung,Josef Muller-Brockmann,"Muller-Brockmann, Josef",,"=""3721201450""","=""9783721201451""",0,4.13,Niggli AG Verlag,Hardcover,176,2007,1996,,2016/02/29,to-read,to-read (#198),to-read,,,,0,0
6593831,Yes is More: An Archicomic on Architectural Evolution,Bjarke Ingels Group,"Group, Bjarke Ingels",,"=""8799298805""","=""9788799298808""",0,4.05,BIG ApS,Paperback,400,2009,2009,,2017/02/28,to-read,to-read (#302),to-read,,,,0,0
17745,Envisioning Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392118""","=""9780961392116""",0,4.23,Graphics Press,Hardcover,126,1992,1990,2017/02/27,2015/07/29,,,read,,,,1,0
10878,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",Hunter S. Thompson,"Thompson, Hunter S.",,"=""0743250451""","=""9780743250450""",0,4.10,Simon & Schuster,Paperback,624,2003,1979,,2015/05/22,to-read,to-read (#301),to-read,,,,0,0
13,"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",0,4.38,Del Rey Books,Paperback,815,2002,1996,,2017/02/26,,,read,,,,1,0
23929479,Soumission,Michel Houellebecq,"Houellebecq, Michel",,"=""2081354802""","=""9782081354807""",3,3.65,Flammarion,Paperback,300,2015,2015,2017/02/25,2015/09/19,,,read,,,,1,0
13965,King Solomon's Ring,Konrad Lorenz,"Lorenz, Konrad",Marjorie Kerr Wilson,"=""0415267471""","=""9780415267472""",0,4.13,Routledge,Paperback,192,2002,1949,,2017/02/24,to-read,to-read (#300),to-read,,,,0,0
30809689,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""039360909X""","=""9780393609097""",0,4.10,W. W. Norton & Company,Hardcover,299,2017,2017,,2017/02/24,to-read,to-read (#299),to-read,,,,0,0
6617185,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",Simon Kuper,"Kuper, Simon",Stefan Szymanski,"=""1568584253""","=""9781568584256""",3,3.95,Nation Books,Paperback,336,2009,2009,2017/02/24,2017/02/16,,,read,,,,1,0
18492257,Lean Customer Development: Building Products Your Customers Will Buy,Cindy Alvarez,"Alvarez, Cindy",,"=""1449356354""","=""9781449356354""",0,4.18,O'Reilly Media,Hardcover,236,2014,2014,,2017/02/23,to-read,to-read (#298),to-read,,,,0,0
153774,The Soccer War,Ryszard Kapuściński,"Kapuściński, Ryszard",,"=""0679738053""","=""9780679738053""",0,4.17,Knopf Doubleday Publishing Group,Paperback,240,1992,1969,,2017/02/23,to-read,to-read (#297),to-read,,,,0,0
59659,Imperium,Ryszard Kapuściński,"Kapuściński, Ryszard",,"=""1862071055""","=""9781862071056""",0,4.36,Granta Books,Paperback,352,1998,1992,,2017/02/23,to-read,to-read (#296),to-read,,,,0,0
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""0684813785""","=""9780684813783""",0,4.40,Simon & Schuster,Paperback,886,1995,1986,,2017/02/20,to-read,to-read (#295),to-read,,,,0,0
6617921,Primeval and Other Times,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,"=""8086264351""","=""9788086264356""",0,4.27,Twisted Spoon Press,Paperback,248,2010,1996,,2017/02/19,to-read,to-read (#294),to-read,,,,0,0
22245552,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,"Hari, Johann",,"=""1620408902""","=""9781620408902""",0,4.50,Bloomsbury USA,Hardcover,400,2015,2015,,2017/02/17,to-read,to-read (#293),to-read,,,,0,0
7937510,Naked Economics: Undressing the Dismal Science (Fully Revised and Updated),Charles Wheelan,"Wheelan, Charles",Burton G. Malkiel,"=""0393337642""","=""9780393337648""",0,4.03,W. W. Norton & Company,Paperback,384,2010,2002,,2017/02/16,to-read,to-read (#292),to-read,,,,0,0
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316078573""","=""9780316078573""",0,3.85,"Little, Brown and Company",Hardcover,444,2009,2009,,2017/02/16,to-read,to-read (#291),to-read,,,,0,0
13574985,Design Is a Job,Mike Monteiro,"Monteiro, Mike",Erik Spiekermann,"=""1937557049""","=""9781937557041""",2,4.22,A Book Apart,Paperback,135,2012,2012,2017/02/16,2015/07/31,,,read,,,,2,0
13649203,Mity skandynawskie: Wedle starych poematów i podań Północy,Roger Lancelyn Green,"Green, Roger Lancelyn",Aldona Szpakowska,"=""""","=""""",0,3.96,Nasza Księgarnia,Hardcover,173,1976,1960,,2017/02/16,,,read,,,,2,0
25520974,"Articulating Design Decisions: Communicate with Stakeholders, Keep Your Sanity, and Deliver the Best User Experience",Tom Greever,"Greever, Tom",,"=""1491921560""","=""9781491921562""",5,4.14,O'Reilly Media,Paperback,259,2015,2015,2017/02/12,2017/02/01,,,read,,,,2,0
27208,The Third Policeman,Flann O'Brien,"O'Brien, Flann",Denis Donoghue,"=""156478214X""","=""9781564782144""",0,3.96,Dalkey Archive Press,Paperback,200,2002,1967,2017/02/07,2015/01/07,,,read,,,,1,0
299491,Guitar For Dummies,Mark        Phillips,"Phillips, Mark",Jon Chappell,"=""0764599046""","=""9780764599040""",0,3.68,Wiley,Paperback,382,2006,1998,2010/01/01,2017/02/04,,,read,,,,1,0
9646,Homage to Catalonia,George Orwell,"Orwell, George",Lionel Trilling,"=""0156421178""","=""9780156421171""",3,4.09,"Harcourt, Inc.(Harvest Book)",Paperback,232,1980,1938,2017/02/04,2016/11/22,,,read,,,,1,0
23008285,The Cat Encyclopedia: The Definitive Visual Guide,Miezan van Zyl,"Zyl, Miezan van",,"=""1465419594""","=""9781465419590""",0,4.42,DK Publishing,Hardcover,320,2014,2014,,2017/02/01,to-read,to-read (#290),to-read,,,,0,0
2449850,"Art: Over 2,500 Works from Cave to Contemporary",Andrew Graham-Dixon,"Graham-Dixon, Andrew",Ross King,"=""0756639727""","=""9780756639723""",0,4.55,DK,Hardcover,612,2008,2008,,2017/02/01,to-read,to-read (#289),to-read,,,,0,0
7121591,Science: The Definitive Visual Guide,Adam Hart-Davis,"Hart-Davis, Adam","John Gribbin, Jeremy Cherfas, Marty Jopson, David Bradley, Iain Nicolson, Barry Lewis, Douglas Palmer","=""1405322470""","=""9781405322478""",0,4.52,Dorling Kindersley,Hardcover,512,2009,2009,,2017/02/01,to-read,to-read (#288),to-read,,,,0,0
2145007,History: The Definitive Visual Guide (From The Dawn of Civilization To The Present Day),Adam Hart-Davis,"Hart-Davis, Adam",,"=""075663119X""","=""9780756631192""",0,4.46,DK,Hardcover,612,2007,2006,,2017/02/01,to-read,to-read (#287),to-read,,,,0,0
204070,Universe: The Definitive Visual Guide,Robert Dinwiddie,"Dinwiddie, Robert",Martin J. Rees,"=""0756613647""","=""9780756613648""",0,4.49,DK Publishing (Dorling Kindersley),Hardcover,512,2005,2008,,2017/02/01,to-read,to-read (#286),to-read,,,,0,0
61662,Shadows of Forgotten Ancestors,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345384725""","=""9780345384720""",0,4.26,Ballantine Books,Paperback,528,1993,1992,,2017/02/01,to-read,to-read (#285),to-read,,,,0,0
20663771,Origins: Fourteen Billion Years of Cosmic Evolution,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Donald Goldsmith,"=""0393350398""","=""9780393350395""",0,4.14,W. W. Norton & Company,Paperback,352,2014,2004,,2017/02/01,to-read,to-read (#284),to-read,,,,0,0
22320456,Beyond Words: What Animals Think and Feel,Carl Safina,"Safina, Carl",,"=""0805098887""","=""9780805098884""",0,4.41,Henry Holt and Co.,Hardcover,461,2015,2015,,2017/02/01,to-read,to-read (#283),to-read,,,,0,0
25938481,The Genius of Birds,Jennifer Ackerman,"Ackerman, Jennifer",,"=""1594205213""","=""9781594205217""",0,4.05,Penguin Press,Hardcover,352,2016,2016,,2017/02/01,to-read,to-read (#282),to-read,,,,0,0
124115,"The Sea Rover's Practice: Pirate Tactics and Techniques, 1630-1730",Benerson Little,"Little, Benerson",,"=""1574889109""","=""9781574889109""",0,3.94,University of Nebraska Press,Hardcover,303,2005,2005,,2017/02/01,to-read,to-read (#281),to-read,,,,0,0
885150,The History of Pirates,Angus Konstam,"Konstam, Angus",David Cordingly,"=""1585745162""","=""9781585745166""",0,3.90,Lyons Pr,Paperback,192,2002,1999,,2017/02/01,to-read,to-read (#280),to-read,,,,0,0
23855288,"Understanding Context: Environment, Language, and Information Architecture",Andrew Hinton,"Hinton, Andrew",,"=""1449326552""","=""9781449326555""",0,4.12,O'Reilly Media,ebook,464,2014,2014,,2017/02/01,to-read,to-read (#279),to-read,,,,0,0
22738200,Białe. Zimna wyspa Spitsbergen,Ilona Wiśniewska,"Wiśniewska, Ilona",,"=""8375368296""","=""9788375368291""",0,3.83,Czarne,Hardcover,208,2014,2014,,2017/01/30,to-read,to-read (#278),to-read,,,,0,0
17744,The Visual Display of Quantitative Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392142""","=""9780961392147""",3,4.39,Graphics Press,Hardcover,197,2001,1983,2017/01/29,2015/07/29,,,read,,,,1,0
23557020,How to Make Sense of Any Mess,Abby Covert,"Covert, Abby",,"=""""","=""""",4,3.85,,Kindle Edition,180,2014,2014,2017/01/26,2017/01/24,,,read,,,,1,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",2,3.94,Harper Press,Paperback,170,2005,-500,2017/01/21,2015/08/11,,,read,,,,1,0
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",0,4.03,"Scholastic, Inc.",Paperback,162,1999,1999,,2017/01/19,to-read,to-read (#277),to-read,,,,0,0
2942,A General History of the Pyrates,Daniel Defoe,"Defoe, Daniel","Manuel Schonhorn, Charles   Johnson","=""0486404889""","=""9780486404882""",2,3.68,Dover Publications,Paperback,733,1999,1999,2017/01/18,2016/12/26,,,read,,,,1,0
2077521,Outlaw Journalist,William McKeen,"McKeen, William",,"=""0393061922""","=""9780393061925""",0,4.15,W. W. Norton  Company,Hardcover,424,2008,1991,,2017/01/14,to-read,to-read (#276),to-read,,,,0,0
7684701,Why America Is Not a New Rome,Vaclav Smil,"Smil, Vaclav",,"=""0262195933""","=""9780262195935""",0,3.54,Mit Pr,Hardcover,226,2010,2010,,2017/01/14,to-read,to-read (#275),to-read,,,,0,0
31213054,How to Be a Dictator: An Irreverent Guide,Mikal Hem,"Hem, Mikal",Kerri Pierce,"=""1628726601""","=""9781628726602""",0,3.62,Arcade,Hardcover,200,2017,2014,,2016/11/08,to-read,to-read (#241),to-read,,,,0,0
24702961,Detroit. Sekcja zwłok Ameryki,Charlie LeDuff,"LeDuff, Charlie",Iga Noszczyk,"=""8380490401""","=""9788380490406""",0,3.93,Czarne,Hardcover,296,2015,2013,,2017/01/09,to-read,to-read (#274),to-read,,,,0,0
23918554,Józef Piłsudski: Marzyciel i strateg,Bohdan Urbankowski,"Urbankowski, Bohdan",,"=""""","=""9788377854808""",0,4.15,Zysk i S-ka,Hardcover,1024,2014,1997,,2017/01/09,to-read,to-read (#273),to-read,,,,0,0
26530322,Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,"Waal, Frans de",,"=""0393246183""","=""9780393246186""",4,3.97,W. W. Norton & Company,Hardcover,340,2016,2016,2017/01/09,2016/12/13,,,read,,,,1,0
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",3,3.61,Penguin Books,Paperback,307,1976,1957,2016/12/19,2015/05/20,,,read,,,,1,0
8913542,23 Things They Don't Tell You About Capitalism,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1608191664""","=""9781608191666""",3,3.96,Bloomsbury Press,Hardcover,286,2011,2010,2016/12/27,2016/12/19,,,read,,,,1,0
17747,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392169""","=""9780961392161""",0,4.08,Graphics Pr,Paperback,32,2006,2003,,2016/12/23,to-read,to-read (#272),to-read,,,,0,0
17743,Beautiful Evidence,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392177""","=""9780961392178""",0,4.15,Graphics Press LLC,Hardcover,213,2006,2006,,2016/12/23,to-read,to-read (#271),to-read,,,,0,0
17749,Visual and Statistical Thinking: Displays of Evidence for Making Decisions,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392134""","=""9780961392130""",0,4.26,Graphics Pr,Paperback,32,1997,1997,,2016/12/23,to-read,to-read (#270),to-read,,,,0,0
17746,"Visual Explanations: Images and Quantities, Evidence and Narrative",Edward R. Tufte,"Tufte, Edward R.",,"=""0961392126""","=""9780961392123""",0,4.29,Graphics Press,Hardcover,156,1998,1997,,2016/12/23,to-read,to-read (#269),to-read,,,,0,0
1027947,Drawing Scenery: Seascapes and Landscapes,Jack Hamm,"Hamm, Jack",,"=""0399508066""","=""9780399508066""",0,4.15,Tarcher,Paperback,128,1988,1972,,2016/12/18,to-read,to-read (#268),to-read,,,,0,0
13037817,Chroniques de Jérusalem,Guy Delisle,"Delisle, Guy",,"=""2756025690""","=""9782756025698""",0,4.22,Éditions Delcourt,Paperback,333,2011,2011,,2016/12/18,to-read,to-read (#267),to-read,,,,0,0
2318174,Detail in Typography,Jost Hochuli,"Hochuli, Jost",,"=""0907259340""","=""9780907259343""",0,4.33,Hyphen Press,Paperback,61,2008,2005,,2016/12/18,to-read,to-read (#266),to-read,,,,0,0
