Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
60760105,It's Lonely at the Centre of the Earth,Zoe Thorogood,"Thorogood, Zoe",,"=""1534323864""","=""9781534323865""",0,4.17,Image Comics,Paperback,196,2022,2022,,2023/04/09,to-read,to-read (#645),to-read,,,,0,0
36286447,Der Grosse Sprachkurs Deutsch Als Fremdsprache,PONS,"PONS, PONS",,"=""3125628539""","=""9783125628533""",0,4.29,PONS,Paperback,,,,2023/04/09,2021/12/28,,,read,,,,1,0
65153514,Dookoła. Pieszo po obrzeżach Berlina,Paul Scraton,"Scraton, Paul",Barbara Gadomska,"=""8381916380""","=""9788381916387""",0,3.31,Czarne,Paperback,232,2023,,2023/04/09,2023/03/25,,,read,,,,1,0
7826803,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""0312429983""","=""9780312429980""",0,3.91,Picador,Paperback,604,2010,2009,,2023/04/07,to-read,to-read (#644),to-read,,,,0,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",0,4.46,Random House,Hardcover,352,2018,2018,,2023/04/07,to-read,to-read (#643),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.35,New York Review Books,Paperback,292,2006,1965,2023/04/07,2023/04/01,,,read,,,,1,0
89231,Augustus,John  Williams,"Williams, John",,"=""1400076730""","=""9781400076734""",0,4.26,Vintage,Paperback,336,2004,1972,,2023/04/07,to-read,to-read (#642),to-read,,,,0,0
2890090,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,"Lynch, Scott",,"=""0553804693""","=""9780553804690""",0,4.21,Del Rey,Hardcover,650,2013,2013,2023/04/05,2023/04/02,,,read,,,,1,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.33,Abrams Press,Hardcover,448,2019,2019,,2023/04/02,to-read,to-read (#641),to-read,,,,0,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",0,4.12,Scholastic Press,Hardcover,390,2010,2010,2023/04/02,2023/03/30,,,read,,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",0,4.36,Scholastic Press,Hardcover,391,2009,2009,2023/03/30,2023/03/12,,,read,,,,1,0
59823182,Nowy Jork. Opowieści o mieście,Magdalena Żelazowska,"Żelazowska, Magdalena",,"=""8367022718""","=""9788367022712""",0,3.71,Wydawnictwo Luna,Paperback,352,2022,2022,2023/03/27,2023/03/24,,,read,,,,1,0
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0345816021""","=""9780345816023""",0,3.90,Random House Canada,Hardcover,409,2018,2018,2023/03/24,2023/03/21,,,read,,,,1,0
58276619,The Books of Jacob,Olga Tokarczuk,"Tokarczuk, Olga",Jennifer  Croft,"=""""","=""""",0,4.03,Riverhead Books,Hardcover,965,2022,2014,2023/03/21,2023/02/26,,,read,,,,1,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",0,4.30,Dial Press Trade Paperback,Paperback,448,2005,1982,2023/03/21,2023/03/12,,,read,,,,1,0
12543,Bird by Bird,Anne Lamott,"Lamott, Anne",,"=""""","=""""",0,4.24,Anchor,Paperback,238,1995,1994,,2023/03/18,to-read,to-read (#640),to-read,,,,0,0
6336561,The Glass Menagerie,Tennessee Williams,"Williams, Tennessee",,"=""0141190264""","=""9780141190266""",0,3.74,Penguin Books,Paperback,92,2009,1945,,2023/03/12,to-read,to-read (#639),to-read,,,,0,0
292327,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.13,Vintage International,Paperback,206,2007,1970,,2023/03/12,to-read,to-read (#638),to-read,,,,0,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.35,Scholastic Press,Hardcover,374,2008,2008,2023/03/12,2023/03/08,,,read,,,,1,0
53639,Zorba the Greek,Nikos Kazantzakis,"Kazantzakis, Nikos",,"=""0571203132""","=""9780571203130""",0,4.02,Faber & Faber Ltd,Paperback,335,2001,1946,,2023/03/09,to-read,to-read (#637),to-read,,,,0,0
9915,Less Than Zero,Bret Easton Ellis,"Ellis, Bret Easton",Rachel Kushner,"=""""","=""""",0,3.61,Vintage Books,Paperback,208,2010,1985,,2023/03/08,to-read,to-read (#636),to-read,,,,0,0
48660357,"Światy równoległe. Czego uczą nas płaskoziemcy, homeopaci i różdżkarze",Łukasz Lamża,"Lamża, Łukasz",,"=""8380499638""","=""9788380499638""",0,3.54,Czarne,Paperback,224,2020,2020,2023/03/08,2023/03/05,,,read,,,,1,0
16735,The Prince of Tides,Pat Conroy,"Conroy, Pat",,"=""0553381547""","=""9780553381542""",0,4.26,Dial Press Trade Paperback,Paperback,679,2002,1986,,2023/03/08,to-read,to-read (#635),to-read,,,,0,0
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",0,4.30,Vintage,Paperback,272,1995,1983,2023/02/28,2021/03/28,,,read,,,,1,0
42983724,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,"=""0525541330""","=""9780525541332""",4,3.93,Riverhead Books,Hardcover,274,2019,2009,2017/03/30,2017/03/28,,,read,,,,1,0
52164145,Baśń o wężowym sercu albo wtóre słowo o Jakóbie Szeli,Radek Rak,"Rak, Radek","Arkadiusz S. Więch, Patrycja Podkościelny, Barbara Boron","=""8366178110""","=""9788366178113""",0,4.07,Wydawnictwo Powergraph,Hardcover,464,2019,2019,2023/02/26,2023/02/21,,,read,,,,1,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,2023/02/21,2021/06/19,,,read,,,,1,0
69702862,Disruption in Action: Disruption in Action: 7 inside stories of how global companies take on digital disruption,Alexandra Jankovich,"Jankovich, Alexandra","Tom Voskes, Adrian Hornsby","=""9082838249""","=""9789082838244""",0,4.67,SparkOptimus,Kindle Edition,272,2022,,,2023/02/17,to-read,to-read (#634),to-read,,,,0,0
39938908,Make Disruption Work: a CEO handbook for digital transformation,Alexandra Jankovich,"Jankovich, Alexandra",Tom Voskes,"=""9082838214""","=""9789082838213""",0,3.80,SparkOptimus,Kindle Edition,196,2018,,,2023/02/17,to-read,to-read (#633),to-read,,,,0,0
60805066,"Alef (Agla, #1)",Radek Rak,"Rak, Radek",,"=""8366178706""","=""9788366178700""",0,4.21,Powergraph,Hardcover,640,2022,2022,2023/02/12,2023/02/09,,,read,,,,1,0
38212124,Nomadland: Surviving America in the Twenty-First Century,Jessica Bruder,"Bruder, Jessica",,"=""""","=""""",0,4.02,W. W. Norton & Company,Paperback,288,2018,2017,2023/02/09,2023/02/05,,,read,,,,1,0
60784843,"Pirate Enlightenment, or the Real Libertalia",David Graeber,"Graeber, David",,"=""0374610193""","=""9780374610197""",0,3.33,"Farrar, Straus and Giroux",Hardcover,208,2023,2023,2023/02/05,2023/01/19,,,read,,,,1,0
33460,Among the Thugs (Vintage Departures),Bill Buford,"Buford, Bill",,"=""0679745351""","=""9780679745358""",0,4.11,Vintage Books,Paperback,320,1993,1990,2023/02/03,2023/01/30,,,read,,,,1,0
53317528,The Copenhagen Trilogy (The Copenhagen Trilogy #1-3),Tove Ditlevsen,"Ditlevsen, Tove","Tiina Nunnally, Michael Favala Goldman","=""0374602395""","=""9780374602390""",0,4.36,"Farrar, Straus and Giroux",Hardcover,371,2021,1971,,2023/02/01,to-read,to-read (#632),to-read,,,,0,0
3079197,Les Années,Annie Ernaux,"Ernaux, Annie",,"=""""","=""""",0,4.16,Gallimard,Paperback,256,2008,2008,2023/01/29,2023/01/26,,,read,,,,1,0
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765330423""","=""9780765330420""",0,4.19,Tor Books,Hardcover,325,2011,2011,2023/01/26,2023/01/22,,,read,,,,1,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",0,4.19,Picador USA,Paperback,639,2001,2000,,2023/01/23,to-read,to-read (#631),to-read,,,,0,0
58270480,Kaszëbë,Tomasz Słomczyński,"Słomczyński, Tomasz",,"=""8381912768""","=""9788381912761""",0,3.68,Czarne,Paperback,448,2021,2021,2023/01/22,2023/01/18,,,read,,,,1,0
497199,Factotum,Charles Bukowski,"Bukowski, Charles",,"=""0876852630""","=""9780876852637""",0,3.92,Ecco,Paperback,205,2002,1975,2023/01/17,2015/05/16,,,read,,,,1,0
35831352,Córki Wawelu,Anna Brzezińska,"Brzezińska, Anna",,"=""8308063934""","=""9788308063934""",0,3.84,Wydawnictwo Literackie,Hardcover,832,2017,2017,,2023/01/16,to-read,to-read (#630),to-read,,,,0,0
23350903,In America: Travels with John Steinbeck,Geert Mak,"Mak, Geert",Liz Waters,"=""1448139686""","=""9781448139682""",0,3.89,Vintage Digital,Kindle Edition,,2014,2012,,2023/01/16,to-read,to-read (#629),to-read,,,,0,0
38254512,Kwiaty w pudełku. Japonia oczami kobiet,Karolina Bednarz,"Bednarz, Karolina",,"=""8380496698""","=""9788380496699""",0,4.17,Czarne,Hardcover,328,2018,2018,,2023/01/16,to-read,to-read (#628),to-read,,,,0,0
17887932,"Philosophy 101: From Plato and Socrates to Ethics and Metaphysics, an Essential Primer on the History of Thought (Adams 101 Series)",Paul Kleinman,"Kleinman, Paul",,"=""1440567670""","=""9781440567674""",0,3.63,Adams Media,Hardcover,288,2013,2013,2023/01/15,2023/01/11,,,read,,,,1,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376458""","=""9780765376459""",0,4.03,Tor,Hardcover,400,2015,2015,,2023/01/14,to-read,to-read (#627),to-read,,,,0,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097566""","=""9780575097568""",0,3.85,Gollancz,Hardcover,392,2011,2011,,2023/01/14,to-read,to-read (#626),to-read,,,,0,0
25895524,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""1101988851""","=""9781101988855""",0,4.16,Ace,Hardcover,467,2017,2017,,2023/01/14,to-read,to-read (#625),to-read,,,,0,0
3428935,The Warded Man (Demon Cycle #1),Peter V. Brett,"Brett, Peter V.",,"=""0345503805""","=""9780345503800""",0,4.25,Random House,Hardcover,416,2009,2008,,2023/01/14,to-read,to-read (#624),to-read,,,,0,0
518848,"Sabriel (Abhorsen, #1)",Garth Nix,"Nix, Garth",,"=""0064471837""","=""9780064471831""",0,4.16,Harper Collins,Mass Market Paperback,491,1996,1995,,2023/01/14,to-read,to-read (#623),to-read,,,,0,0
22237163,One of Us: The Story of Anders Breivik and the Massacre in Norway,Åsne Seierstad,"Seierstad, Åsne",Sarah Death,"=""0374277893""","=""9780374277895""",0,4.43,"Farrar, Straus and Giroux",Hardcover,530,2015,2013,2023/01/10,2022/09/19,,,read,,,,1,0
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",0,4.56,Tor Books,Hardcover,572,2008,2014,2023/01/04,2022/12/26,,,read,,,,1,0
